data_type,category,reference_unit,emory__total_number_of_stays,mimic__total_number_of_stays,nu__total_number_of_stays,ohsu__total_number_of_stays,rush__total_number_of_stays,sunnybrook__total_number_of_stays,ucmc__total_number_of_stays,umn__total_number_of_stays,upenn__total_number_of_stays,all__total_number_of_stays,emory__total_observations,mimic__total_observations,nu__total_observations,ohsu__total_observations,rush__total_observations,sunnybrook__total_observations,ucmc__total_observations,umn__total_observations,upenn__total_observations,all__total_observations,emory__total_distinct_observations,mimic__total_distinct_observations,nu__total_distinct_observations,ohsu__total_distinct_observations,rush__total_distinct_observations,sunnybrook__total_distinct_observations,ucmc__total_distinct_observations,umn__total_distinct_observations,upenn__total_distinct_observations,all__total_distinct_observations,emory__mean_icu_los_days,mimic__mean_icu_los_days,nu__mean_icu_los_days,ohsu__mean_icu_los_days,rush__mean_icu_los_days,sunnybrook__mean_icu_los_days,ucmc__mean_icu_los_days,umn__mean_icu_los_days,upenn__mean_icu_los_days,all__mean_icu_los_days,emory__mean_icu_los_hours,mimic__mean_icu_los_hours,nu__mean_icu_los_hours,ohsu__mean_icu_los_hours,rush__mean_icu_los_hours,sunnybrook__mean_icu_los_hours,ucmc__mean_icu_los_hours,umn__mean_icu_los_hours,upenn__mean_icu_los_hours,all__mean_icu_los_hours,emory__whole_stay_mean,mimic__whole_stay_mean,nu__whole_stay_mean,ohsu__whole_stay_mean,rush__whole_stay_mean,sunnybrook__whole_stay_mean,ucmc__whole_stay_mean,umn__whole_stay_mean,upenn__whole_stay_mean,all__whole_stay_mean,emory__whole_stay_median,mimic__whole_stay_median,nu__whole_stay_median,ohsu__whole_stay_median,rush__whole_stay_median,sunnybrook__whole_stay_median,ucmc__whole_stay_median,umn__whole_stay_median,upenn__whole_stay_median,all__whole_stay_median,emory__whole_stay_iqr,mimic__whole_stay_iqr,nu__whole_stay_iqr,ohsu__whole_stay_iqr,rush__whole_stay_iqr,sunnybrook__whole_stay_iqr,ucmc__whole_stay_iqr,umn__whole_stay_iqr,upenn__whole_stay_iqr,all__whole_stay_iqr,emory__first_24hr_mean,mimic__first_24hr_mean,nu__first_24hr_mean,ohsu__first_24hr_mean,rush__first_24hr_mean,sunnybrook__first_24hr_mean,ucmc__first_24hr_mean,umn__first_24hr_mean,upenn__first_24hr_mean,all__first_24hr_mean,emory__first_24hr_median,mimic__first_24hr_median,nu__first_24hr_median,ohsu__first_24hr_median,rush__first_24hr_median,sunnybrook__first_24hr_median,ucmc__first_24hr_median,umn__first_24hr_median,upenn__first_24hr_median,all__first_24hr_median,emory__first_24hr_iqr,mimic__first_24hr_iqr,nu__first_24hr_iqr,ohsu__first_24hr_iqr,rush__first_24hr_iqr,sunnybrook__first_24hr_iqr,ucmc__first_24hr_iqr,umn__first_24hr_iqr,upenn__first_24hr_iqr,all__first_24hr_iqr,emory__first_48hr_mean,mimic__first_48hr_mean,nu__first_48hr_mean,ohsu__first_48hr_mean,rush__first_48hr_mean,sunnybrook__first_48hr_mean,ucmc__first_48hr_mean,umn__first_48hr_mean,upenn__first_48hr_mean,all__first_48hr_mean,emory__first_48hr_median,mimic__first_48hr_median,nu__first_48hr_median,ohsu__first_48hr_median,rush__first_48hr_median,sunnybrook__first_48hr_median,ucmc__first_48hr_median,umn__first_48hr_median,upenn__first_48hr_median,all__first_48hr_median,emory__first_48hr_iqr,mimic__first_48hr_iqr,nu__first_48hr_iqr,ohsu__first_48hr_iqr,rush__first_48hr_iqr,sunnybrook__first_48hr_iqr,ucmc__first_48hr_iqr,umn__first_48hr_iqr,upenn__first_48hr_iqr,all__first_48hr_iqr,emory__first_72hr_mean,mimic__first_72hr_mean,nu__first_72hr_mean,ohsu__first_72hr_mean,rush__first_72hr_mean,sunnybrook__first_72hr_mean,ucmc__first_72hr_mean,umn__first_72hr_mean,upenn__first_72hr_mean,all__first_72hr_mean,emory__first_72hr_median,mimic__first_72hr_median,nu__first_72hr_median,ohsu__first_72hr_median,rush__first_72hr_median,sunnybrook__first_72hr_median,ucmc__first_72hr_median,umn__first_72hr_median,upenn__first_72hr_median,all__first_72hr_median,emory__first_72hr_iqr,mimic__first_72hr_iqr,nu__first_72hr_iqr,ohsu__first_72hr_iqr,rush__first_72hr_iqr,sunnybrook__first_72hr_iqr,ucmc__first_72hr_iqr,umn__first_72hr_iqr,upenn__first_72hr_iqr,all__first_72hr_iqr
labs,phosphate,mg/dl,36381.0,38038.0,39401.0,22048.0,18424.0,1399.0,28078.0,,74832.0,258601,388729.0,525347.0,645618.0,316594.0,186196.0,23924.0,448101.0,,978660.0,3513169,388729.0,525347.0,645618.0,316594.0,186196.0,23924.0,448101.0,,978660.0,3513169,12.76,11.35,13.57,13.27,11.33,18.86,11.19,,12.77,12.483045,306.31,272.46,325.69,318.59,271.89,452.69,268.61,,306.41,299.60596,10.68,13.81,16.39,14.36,10.11,17.1,15.96,,13.08,13.586036,6.0,8.0,8.0,8.0,7.0,9.0,9.0,,6.0,7.182629,10.0,14.0,15.0,13.0,9.0,13.0,15.0,,10.0,15.0,1.36,1.9,1.69,1.72,1.35,2.67,2.08,,1.73,1.712019,1.0,2.0,1.0,2.0,1.0,3.0,2.0,,2.0,1.641119,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.39,3.24,2.96,3.08,2.25,4.18,3.62,,2.83,2.921285,2.0,3.0,2.0,3.0,2.0,4.0,3.0,,2.0,2.351747,2.0,2.0,3.0,2.0,2.0,2.0,3.0,,2.0,3,3.29,4.35,4.08,4.26,3.05,5.44,4.9,,3.73,3.945649,3.0,4.0,3.0,4.0,3.0,5.0,4.0,,3.0,3.351747,2.0,3.0,4.0,3.0,2.0,3.0,3.0,,3.0,4.0
labs,pco2_arterial,mmhg,24529.0,35501.0,43131.0,16964.0,15253.0,1158.0,18465.0,,40338.0,195339,228581.0,447843.0,531369.0,168949.0,161719.0,15174.0,596679.0,,790562.0,2940876,228581.0,447843.0,531369.0,168949.0,161719.0,15174.0,596679.0,,790562.0,2940876,13.42,11.65,12.71,14.59,12.42,20.13,13.69,,13.89,13.12743,322.15,279.55,304.93,350.07,298.11,483.07,328.47,,333.39,315.025655,9.32,12.61,12.32,9.96,10.6,13.1,32.31,,19.6,15.05431,4.0,5.0,5.0,6.0,4.0,7.0,14.0,,6.0,5.952298,6.0,10.0,9.0,9.0,8.0,11.0,28.0,,16.0,28.0,3.38,3.93,3.78,4.46,3.01,3.81,7.37,,5.66,4.483719,2.0,3.0,3.0,3.0,2.0,4.0,6.0,,3.0,3.085856,3.0,3.0,5.0,6.0,4.0,2.0,7.0,,8.0,8.0,4.25,5.35,4.98,5.41,4.17,5.45,11.09,,7.62,6.05519,3.0,4.0,3.0,4.0,2.0,5.0,9.0,,4.0,3.976026,5.0,5.0,6.0,7.0,5.0,4.0,12.0,,10.0,12,4.83,6.35,5.81,6.08,4.92,6.55,13.7,,9.02,7.152118,3.0,4.0,4.0,4.0,3.0,6.0,10.0,,4.0,4.375368,5.0,7.0,6.0,7.0,6.0,6.0,16.0,,12.0,16.0
labs,po2_arterial,mmhg,24265.0,35502.0,44163.0,16936.0,15253.0,1158.0,20567.0,,58348.0,216192,228667.0,447715.0,539520.0,168574.0,160795.0,15166.0,605747.0,,1673691.0,3839875,228667.0,447715.0,539520.0,168574.0,160795.0,15166.0,605747.0,,1673691.0,3839875,13.53,11.65,12.65,14.59,12.42,20.13,12.88,,14.28,13.222169,324.79,279.55,303.57,350.26,298.11,483.07,309.06,,342.77,317.34304,9.42,12.61,12.22,9.95,10.54,13.1,29.45,,28.68,17.759662,4.0,5.0,5.0,6.0,4.0,7.0,12.0,,10.0,6.921639,6.0,10.0,9.0,9.0,8.0,11.0,26.0,,22.0,26.0,3.38,3.93,3.75,4.46,3.0,3.81,7.0,,7.23,4.989456,2.0,3.0,3.0,3.0,2.0,4.0,6.0,,5.0,3.647744,4.0,3.0,5.0,6.0,4.0,2.0,8.0,,10.0,10.0,4.28,5.35,4.94,5.41,4.15,5.45,10.34,,9.9,6.769436,3.0,4.0,3.0,4.0,2.0,5.0,8.0,,6.0,4.468047,5.0,5.0,6.0,7.0,5.0,4.0,12.0,,13.0,13,4.86,6.35,5.77,6.07,4.9,6.55,12.69,,11.82,8.02056,3.0,4.0,4.0,4.0,3.0,6.0,9.0,,7.0,5.113256,5.0,7.0,6.0,7.0,6.0,6.0,14.0,,15.0,15.0
labs,bun,mg/dl,46405.0,39406.0,57063.0,25937.0,23275.0,534.0,28651.0,107088.0,91042.0,419401,574697.0,599633.0,1001063.0,411210.0,306697.0,3985.0,515647.0,1087466.0,1411769.0,5912167,574697.0,599633.0,1001063.0,411210.0,306697.0,3985.0,515647.0,1087466.0,1411769.0,5912167,10.78,11.12,11.49,12.05,9.79,27.59,11.04,8.31,11.32,10.457854,258.71,266.85,275.75,289.26,234.98,662.11,264.89,199.54,271.57,250.984839,12.38,15.22,17.54,15.85,13.18,7.46,18.0,10.15,15.51,14.095604,7.0,9.0,10.0,9.0,8.0,3.0,11.0,5.0,8.0,7.749841,12.0,13.0,14.0,14.0,12.0,6.0,17.0,9.0,12.0,17.0,1.83,2.27,2.27,2.27,1.96,0.94,2.62,1.77,2.09,2.059587,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.743391,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.04,3.77,3.79,3.81,3.29,1.49,4.35,2.82,3.43,3.38813,3.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,2.810432,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3,4.05,5.04,5.11,5.1,4.4,1.89,5.79,3.7,4.56,4.509056,4.0,5.0,4.0,4.0,4.0,1.0,5.0,3.0,4.0,3.903117,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0
labs,troponin_i,ng/l,19150.0,,24040.0,9145.0,8108.0,1.0,,30970.0,5872.0,97286,49112.0,,70990.0,25711.0,20570.0,1.0,,88764.0,13561.0,268709,49112.0,,70990.0,25711.0,20570.0,1.0,,88764.0,13561.0,268709,12.22,,14.29,15.6,12.75,109.54,,9.52,6.41,11.884208,293.18,,343.05,374.36,305.98,2629.07,,228.45,153.8,285.206157,2.56,,2.95,2.81,2.54,1.0,,2.87,2.31,2.761785,2.0,,2.0,2.0,2.0,1.0,,2.0,2.0,1.99999,2.0,,3.0,3.0,2.0,0.0,,2.0,2.0,3.0,1.62,,1.66,1.38,1.48,0.0,,1.65,1.85,1.619072,1.0,,1.0,1.0,1.0,0.0,,1.0,2.0,1.060348,1.0,,1.0,2.0,1.0,0.0,,1.0,2.0,2.0,1.94,,1.95,1.71,1.7,0.0,,1.98,2.05,1.920202,1.0,,1.0,1.0,1.0,0.0,,1.0,2.0,1.060348,1.0,,2.0,1.0,1.0,0.0,,2.0,2.0,2,2.08,,2.09,1.88,1.82,0.0,,2.18,2.12,2.076229,2.0,,2.0,1.0,1.0,0.0,,2.0,2.0,1.822636,2.0,,2.0,2.0,1.0,0.0,,2.0,2.0,2.0
labs,inr,(no units),25057.0,37267.0,41545.0,16372.0,14676.0,1336.0,21118.0,,71130.0,228501,132949.0,325518.0,333294.0,89088.0,83703.0,12121.0,189456.0,,765322.0,1931451,132949.0,325518.0,333294.0,89088.0,83703.0,12121.0,189456.0,,765322.0,1931451,14.22,11.47,13.17,14.48,12.52,19.32,12.95,,13.1,13.053831,341.28,275.22,316.06,347.53,300.44,463.58,310.92,,314.39,313.284056,5.31,8.73,8.02,5.44,5.7,9.07,8.97,,10.76,8.451631,2.0,5.0,4.0,2.0,3.0,5.0,4.0,,5.0,4.053387,3.0,8.0,8.0,5.0,6.0,7.0,9.0,,9.0,9.0,1.27,1.76,1.61,1.58,1.28,2.04,1.68,,1.6,1.579706,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,1.16894,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,1.73,2.62,2.27,2.09,1.78,2.96,2.48,,2.47,2.309199,1.0,2.0,2.0,2.0,1.0,3.0,2.0,,2.0,1.831961,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,2,2.08,3.29,2.82,2.47,2.18,3.62,3.12,,3.22,2.906243,1.0,3.0,2.0,2.0,1.0,3.0,3.0,,3.0,2.398764,2.0,2.0,3.0,2.0,2.0,3.0,3.0,,3.0,3.0
labs,neutrophils_absolute,10^3/µl,18222.0,11033.0,39457.0,13312.0,16846.0,,,,,98870,89103.0,36382.0,333371.0,84084.0,229080.0,,,,,772020,89103.0,36382.0,333371.0,84084.0,229080.0,,,,,772020,14.5,16.85,13.32,15.13,11.39,,,,,13.846251,348.02,404.33,319.61,363.03,273.39,,,,,332.270946,4.89,3.3,8.45,6.32,13.6,,,,,7.809887,2.0,2.0,4.0,3.0,8.0,,,,,3.955113,3.0,2.0,8.0,6.0,14.0,,,,,14.0,1.14,0.65,1.06,1.06,2.2,,,,,1.223231,1.0,1.0,1.0,1.0,2.0,,,,,1.170385,2.0,1.0,0.0,1.0,2.0,,,,,2.0,1.45,0.85,1.7,1.64,3.44,,,,,1.847464,1.0,1.0,2.0,1.0,3.0,,,,,1.73985,1.0,1.0,1.0,1.0,2.0,,,,,2,1.71,1.02,2.27,2.09,4.51,,,,,2.38473,1.0,1.0,2.0,1.0,4.0,,,,,1.910236,1.0,1.0,2.0,2.0,4.0,,,,,4.0
labs,alt,u/l,35927.0,24481.0,45023.0,15637.0,18689.0,985.0,20761.0,68050.0,59005.0,288558,273653.0,163811.0,389750.0,91668.0,172268.0,5682.0,158358.0,382556.0,536238.0,2173984,273653.0,163811.0,389750.0,91668.0,172268.0,5682.0,158358.0,382556.0,536238.0,2173984,12.47,14.06,12.86,14.85,11.05,23.48,13.0,10.52,14.25,12.682578,299.31,337.45,308.54,356.29,265.19,563.56,312.0,252.51,342.01,304.373495,7.62,6.69,8.66,5.86,9.22,5.77,7.63,5.62,9.09,7.534958,4.0,3.0,3.0,2.0,6.0,3.0,3.0,2.0,5.0,3.437753,7.0,6.0,9.0,6.0,9.0,5.0,8.0,4.0,8.0,9.0,1.31,1.09,1.37,1.17,1.53,1.19,1.42,1.22,1.36,1.303863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.99,1.7,2.02,1.74,2.38,1.66,2.09,1.76,2.09,1.954065,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.621729,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2,2.54,2.19,2.57,2.16,3.1,2.04,2.64,2.18,2.71,2.486016,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.211645,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0
labs,alkaline_phosphatase,u/l,36093.0,24125.0,45035.0,15636.0,18688.0,965.0,20731.0,67963.0,59013.0,288249,277734.0,160631.0,389705.0,91708.0,172149.0,5547.0,158074.0,379725.0,536521.0,2171794,277734.0,160631.0,389705.0,91708.0,172149.0,5547.0,158074.0,379725.0,536521.0,2171794,12.45,14.14,12.85,14.84,11.05,23.73,13.01,10.53,14.25,12.686674,298.87,339.43,308.48,356.14,265.19,569.45,312.29,252.64,341.98,304.485974,7.69,6.66,8.65,5.87,9.21,5.75,7.63,5.59,9.09,7.534277,4.0,3.0,3.0,2.0,6.0,3.0,3.0,2.0,5.0,3.439148,8.0,6.0,9.0,6.0,9.0,5.0,8.0,4.0,8.0,9.0,1.32,1.08,1.37,1.17,1.53,1.09,1.42,1.22,1.36,1.304237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.99,1.69,2.02,1.74,2.38,1.57,2.08,1.75,2.09,1.950255,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.622934,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2,2.56,2.16,2.57,2.16,3.1,1.95,2.63,2.17,2.71,2.483144,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.21197,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0
labs,chloride,mmol/l,46502.0,39447.0,57063.0,25963.0,23275.0,1405.0,28697.0,107104.0,91359.0,420815,625875.0,636483.0,1001232.0,486641.0,306697.0,29026.0,573731.0,1092112.0,2584841.0,7336638,625875.0,636483.0,1001232.0,486641.0,306697.0,29026.0,573731.0,1092112.0,2584841.0,7336638,10.76,11.11,11.49,12.04,9.79,18.78,11.02,8.31,11.28,10.450956,258.21,266.58,275.75,289.01,234.98,450.83,264.5,199.53,270.66,250.828444,13.46,16.14,17.55,18.74,13.18,20.66,19.99,10.2,28.29,17.435323,7.0,10.0,10.0,12.0,8.0,11.0,12.0,5.0,11.0,8.76551,13.0,13.0,14.0,18.0,12.0,17.0,18.0,9.0,20.0,20.0,2.22,2.53,2.27,4.24,1.96,2.43,3.49,1.78,4.96,2.936262,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.875375,2.0,1.0,2.0,5.0,1.0,2.0,3.0,1.0,5.0,5.0,3.5,4.13,3.79,5.95,3.29,4.01,5.4,2.84,7.45,4.558759,3.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,3.257747,2.0,2.0,3.0,6.0,2.0,3.0,4.0,1.0,8.0,8,4.57,5.48,5.12,7.34,4.4,5.38,6.96,3.72,9.4,5.889325,4.0,5.0,4.0,5.0,4.0,5.0,6.0,3.0,5.0,4.257747,2.0,3.0,3.0,7.0,3.0,4.0,5.0,2.0,9.0,9.0
labs,potassium,mmol/l,46672.0,39469.0,57244.0,25867.0,23279.0,1403.0,28679.0,108078.0,91497.0,422188,792730.0,757589.0,1074939.0,496369.0,309894.0,28970.0,561363.0,1390074.0,2978627.0,8390555,792730.0,757589.0,1074939.0,496369.0,309894.0,28970.0,561363.0,1390074.0,2978627.0,8390555,10.72,11.1,11.46,12.08,9.79,18.81,11.03,8.25,11.26,10.420572,257.36,266.45,274.94,289.93,234.94,451.46,264.64,198.08,270.27,250.1148,16.99,19.19,18.78,19.19,13.31,20.65,19.57,12.86,32.55,19.872595,9.0,11.0,11.0,13.0,8.0,11.0,11.0,6.0,13.0,9.889492,15.0,15.0,15.0,19.0,12.0,17.0,18.0,11.0,25.0,25.0,3.29,3.49,2.81,4.37,2.0,2.43,3.14,2.28,6.2,3.597712,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,2.656127,3.0,3.0,3.0,5.0,1.0,2.0,2.0,2.0,8.0,8.0,4.93,5.41,4.44,6.16,3.34,4.0,5.04,3.64,9.1,5.474,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,5.0,3.888526,4.0,4.0,4.0,7.0,2.0,3.0,3.0,2.0,11.0,11,6.25,6.99,5.87,7.61,4.46,5.37,6.59,4.77,11.35,6.99886,4.0,6.0,5.0,6.0,4.0,5.0,6.0,4.0,7.0,5.234445,4.0,5.0,4.0,8.0,3.0,4.0,4.0,4.0,12.0,12.0
labs,ph_venous,(no units),9070.0,16553.0,20358.0,10931.0,6119.0,707.0,16684.0,,54253.0,134675,40597.0,59161.0,101980.0,43330.0,29029.0,3796.0,124908.0,,581754.0,984555,40597.0,59161.0,101980.0,43330.0,29029.0,3796.0,124908.0,,581754.0,984555,15.41,14.02,16.18,15.47,14.56,26.85,12.98,,14.32,14.64172,369.73,336.5,388.27,371.36,349.39,644.37,311.45,,343.69,351.388192,4.48,3.57,5.01,3.96,4.74,5.37,7.49,,10.72,7.309182,2.0,2.0,2.0,2.0,2.0,3.0,3.0,,5.0,3.337665,3.0,3.0,3.0,2.0,2.0,5.0,6.0,,9.0,9.0,1.36,1.14,1.42,1.23,0.99,1.29,2.44,,3.06,2.132928,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.526727,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,1.77,1.64,1.77,1.56,1.29,1.8,3.29,,4.09,2.838226,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.929571,1.0,1.0,1.0,1.0,2.0,3.0,3.0,,5.0,5,2.05,1.93,2.01,1.79,1.5,2.11,3.87,,4.8,3.316715,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.929571,1.0,1.0,1.0,1.0,1.0,3.0,4.0,,6.0,6.0
labs,lymphocytes_absolute,10^3/µl,18176.0,11169.0,39448.0,13312.0,16665.0,,,,,98770,59070.0,36647.0,330782.0,83245.0,122209.0,,,,,631953,59070.0,36647.0,330782.0,83245.0,122209.0,,,,,631953,14.5,16.9,13.32,15.13,11.46,,,,,13.872096,348.03,405.55,319.67,363.03,275.09,,,,,332.922483,3.25,3.28,8.39,6.25,7.33,,,,,6.399003,1.0,2.0,4.0,2.0,5.0,,,,,3.120938,1.0,2.0,8.0,6.0,7.0,,,,,8.0,0.78,0.64,1.05,1.01,1.19,,,,,0.972181,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,0.98,0.85,1.69,1.58,1.87,,,,,1.4799,1.0,1.0,2.0,1.0,2.0,,,,,1.568118,0.0,1.0,1.0,1.0,2.0,,,,,2,1.15,1.02,2.26,2.03,2.45,,,,,1.916573,1.0,1.0,2.0,1.0,2.0,,,,,1.568118,0.0,1.0,2.0,2.0,3.0,,,,,3.0
labs,pco2_venous,mmhg,8472.0,11825.0,18089.0,10932.0,6072.0,731.0,16683.0,,53843.0,126647,37094.0,47267.0,98157.0,43298.0,30024.0,4081.0,181194.0,,580717.0,1021832,37094.0,47267.0,98157.0,43298.0,30024.0,4081.0,181194.0,,580717.0,1021832,15.2,15.67,16.75,15.47,14.56,26.4,12.98,,14.4,14.889987,364.8,376.05,402.06,371.35,349.54,633.53,311.45,,345.55,357.345414,4.38,4.0,5.43,3.96,4.94,5.58,10.86,,10.79,8.070774,1.0,2.0,2.0,2.0,2.0,3.0,5.0,,5.0,3.609489,2.0,3.0,4.0,2.0,2.0,5.0,10.0,,9.0,10.0,1.19,1.36,1.51,1.23,1.08,1.31,3.36,,3.08,2.339819,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.556871,2.0,2.0,1.0,2.0,2.0,2.0,4.0,,3.0,4.0,1.59,1.85,1.88,1.56,1.38,1.85,4.64,,4.11,3.11767,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,2.113741,1.0,1.0,1.0,1.0,2.0,3.0,4.0,,5.0,5,1.88,2.13,2.13,1.79,1.6,2.18,5.51,,4.83,3.651932,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,3.0,2.24547,1.0,2.0,1.0,1.0,2.0,2.5,6.0,,6.0,6.0
labs,eosinophils_percent,%,18399.0,19166.0,39192.0,13939.0,16707.0,1367.0,15558.0,60169.0,68186.0,252683,60230.0,60527.0,331627.0,87251.0,123704.0,22308.0,62258.0,240867.0,579900.0,1568672,60230.0,60527.0,331627.0,87251.0,123704.0,22308.0,62258.0,240867.0,579900.0,1568672,14.59,15.46,13.41,15.23,11.45,19.22,13.67,10.36,12.77,12.77069,350.05,371.0,321.88,365.56,274.86,461.31,328.15,248.75,306.41,306.509671,3.27,3.16,8.46,6.26,7.4,16.32,4.0,4.0,8.5,6.205332,1.0,2.0,4.0,3.0,5.0,10.0,1.0,2.0,4.0,3.012316,1.0,2.0,8.0,6.0,7.0,13.0,3.0,3.0,7.0,13.0,0.78,0.65,1.02,1.03,1.2,2.47,1.0,0.88,1.1,0.981777,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.00541,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.98,0.86,1.64,1.6,1.88,3.85,1.32,1.28,1.82,1.501544,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.5073,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3,1.16,1.04,2.21,2.05,2.47,4.98,1.59,1.6,2.44,1.946788,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.51271,0.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0
labs,eosinophils_absolute,10^3/µl,18221.0,11067.0,39167.0,13309.0,13882.0,,,,,95646,59558.0,36412.0,330988.0,83207.0,102187.0,,,,,612352,59558.0,36412.0,330988.0,83207.0,102187.0,,,,,612352,14.5,16.86,13.41,15.13,11.59,,,,,13.992024,347.98,404.56,321.93,363.06,278.26,,,,,335.838532,3.27,3.29,8.45,6.25,7.36,,,,,6.401805,1.0,2.0,4.0,2.0,5.0,,,,,3.063913,1.0,2.0,8.0,6.0,7.0,,,,,8.0,0.78,0.65,1.02,1.01,1.18,,,,,0.953298,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,0.0,1.0,1.0,,,,,1.0,0.98,0.85,1.64,1.58,1.85,,,,,1.444988,1.0,1.0,2.0,1.0,2.0,,,,,1.554639,0.0,1.0,1.0,1.0,2.0,,,,,2,1.15,1.02,2.21,2.03,2.42,,,,,1.875805,1.0,1.0,2.0,1.0,2.0,,,,,1.554639,0.0,1.0,2.0,2.0,3.0,,,,,3.0
labs,albumin,g/dl,37475.0,19722.0,45780.0,23849.0,18726.0,1404.0,20936.0,70769.0,67256.0,305917,318913.0,79617.0,415889.0,362318.0,172449.0,24221.0,173744.0,429722.0,524719.0,2501592,318913.0,79617.0,415889.0,362318.0,172449.0,24221.0,173744.0,429722.0,524719.0,2501592,12.24,15.61,12.8,12.72,11.05,18.8,12.98,10.37,13.66,12.465983,293.71,374.54,307.09,305.36,265.14,451.09,311.4,248.98,327.8,299.162733,8.51,4.04,9.08,15.19,9.21,17.25,8.3,6.07,7.8,8.175932,4.0,2.0,4.0,8.0,6.0,9.0,3.0,2.0,4.0,3.797167,8.0,3.0,9.0,14.0,9.0,13.25,8.0,5.0,6.0,14.0,1.35,0.73,1.4,2.06,1.53,2.71,1.45,1.25,1.21,1.343054,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.087138,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.09,1.07,2.08,3.5,2.38,4.23,2.15,1.82,1.85,2.049123,2.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,1.791336,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2.72,1.35,2.66,4.71,3.09,5.5,2.73,2.29,2.39,2.641905,2.0,1.0,2.0,4.0,3.0,5.0,2.0,2.0,2.0,2.166431,3.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0
